id,case_id,type,created_at,duration_minutes,advocate_id
1108,198,chat,2025-07-26T20:52:16.657189,6.5,13
1109,198,email,2025-07-28T05:27:12.868022,28.4,13
1110,199,call,2025-07-12T13:16:32.773789,7.9,22
1111,199,call,2025-07-13T15:45:04.109083,8.0,22
1112,200,call,2025-04-27T11:38:01.672679,19.3,1
1113,200,insurer_followup,2025-04-28T12:48:59.705813,26.9,1
1114,200,call,2025-04-29T21:49:57.793705,28.1,1
1115,201,call,2025-09-29T04:48:43.728194,23.3,30
1116,201,doc_request,2025-09-30T10:46:21.009921,0.0,30
1117,201,email,2025-09-29T09:53:11.019339,7.7,30
1118,201,call,2025-10-02T00:17:00.037594,3.3,30
1119,201,doc_request,2025-10-01T13:38:03.993854,0.0,30
1120,201,call,2025-10-01T20:51:38.766939,28.8,30
1121,201,insurer_followup,2025-09-30T10:45:06.853745,29.1,30
1122,201,email,2025-09-29T09:43:41.556595,9.9,30
1123,202,call,2025-04-21T16:43:16.073028,6.7,12
1124,202,doc_request,2025-04-21T18:43:16.073028,0.0,12
1125,202,email,2025-04-24T14:45:53.266757,11.9,12
1126,202,email,2025-04-22T22:10:16.000979,8.5,12
1127,202,chat,2025-04-22T01:17:05.699115,19.9,12
1128,202,doc_request,2025-04-22T19:31:49.695746,0.0,12
1129,202,email,2025-04-22T10:09:36.583627,17.3,12
1130,202,chat,2025-04-24T11:35:36.081846,26.8,12
1131,202,email,2025-04-22T19:03:09.944050,27.6,12
1132,202,doc_request,2025-04-23T13:39:18.363854,0.0,12
1133,203,call,2026-01-04T15:49:37.769953,6.5,12
1134,203,insurer_followup,2026-01-05T21:04:54.682035,14.3,12
1135,203,insurer_followup,2026-01-05T02:47:07.960263,25.8,12
1136,204,call,2025-10-26T15:44:34.126748,5.5,4
1137,204,insurer_followup,2025-10-29T15:22:21.866790,34.0,4
1138,204,email,2025-10-29T06:30:44.437573,3.2,4
1139,204,doc_request,2025-10-27T13:18:13.561694,0.0,4
1140,204,doc_request,2025-10-27T13:08:21.866461,0.0,4
1141,204,call,2025-10-29T08:55:16.926661,18.6,4
1142,204,email,2025-10-26T18:49:20.922135,8.6,4
1143,205,call,2025-08-31T10:19:26.337586,7.4,27
1144,205,call,2025-09-02T14:47:46.146005,29.9,27
1145,205,insurer_followup,2025-09-02T05:24:15.921151,11.7,27
1146,205,call,2025-09-01T05:32:11.091520,22.4,27
1147,205,call,2025-09-01T08:36:48.101708,22.2,27
1148,205,chat,2025-08-31T20:51:59.219213,18.2,27
1149,205,chat,2025-08-31T15:40:06.803546,11.3,27
1150,206,call,2025-03-25T19:02:44.477092,7.6,14
1151,206,insurer_followup,2025-03-27T14:14:32.514211,28.8,14
1152,206,call,2025-03-27T01:39:52.002305,4.5,14
1153,206,email,2025-03-27T12:33:13.133738,6.4,14
1154,206,chat,2025-03-28T00:09:23.214541,24.8,14
1155,207,call,2026-01-07T04:46:00.278666,10.1,13
1156,207,insurer_followup,2026-01-09T17:12:19.530955,22.1,13
1157,207,email,2026-01-09T02:38:31.230609,14.2,13
1158,207,chat,2026-01-09T14:44:38.363070,20.8,13
1159,207,call,2026-01-09T00:16:36.577547,23.9,13
1160,207,email,2026-01-10T00:30:54.068021,8.0,13
1161,207,email,2026-01-09T20:46:48.601213,7.4,13
1162,207,call,2026-01-08T20:19:23.655638,23.6,13
1163,208,call,2025-07-04T00:31:41.815410,15.5,6
1164,208,call,2025-07-04T19:42:40.089588,14.8,6
1165,208,chat,2025-07-05T14:13:30.032369,17.4,6
1166,208,insurer_followup,2025-07-04T23:23:24.380697,14.4,6
1167,208,email,2025-07-06T17:59:37.090295,16.6,6
1168,209,call,2025-09-02T17:38:00.948080,17.2,22
1169,209,doc_request,2025-09-02T19:38:00.948080,0.0,22
1170,209,doc_request,2025-09-03T15:07:53.501910,0.0,22
1171,209,insurer_followup,2025-09-03T10:57:01.290411,22.8,22
1172,209,doc_request,2025-09-04T11:51:03.041411,0.0,22
1173,209,call,2025-09-04T04:52:46.807405,9.2,22
1174,210,call,2026-02-01T00:19:13.957942,17.7,22
1175,210,chat,2026-02-03T19:57:16.284553,12.3,22
1176,210,chat,2026-02-03T09:25:51.442801,20.0,22
1177,210,email,2026-02-03T18:59:02.933201,16.2,22
1178,210,chat,2026-02-02T15:56:31.117231,10.5,22
1179,210,call,2026-02-03T22:00:29.889581,20.2,22
1180,211,call,2025-08-21T16:00:30.197112,24.4,2
1181,211,insurer_followup,2025-08-24T00:50:08.846726,39.5,2
1182,211,chat,2025-08-22T04:57:45.750663,23.5,2
1183,211,email,2025-08-24T04:44:25.874317,24.3,2
1184,211,chat,2025-08-23T13:19:32.493619,12.0,2
1185,211,chat,2025-08-22T12:47:01.844785,24.3,2
1186,212,call,2025-12-10T07:26:22.983981,6.4,1
1187,212,email,2025-12-11T10:30:46.976233,11.4,1
1188,213,call,2025-04-09T05:49:07.240271,7.2,1
1189,213,insurer_followup,2025-04-11T02:58:02.870797,28.0,1
1190,213,email,2025-04-10T00:26:58.117714,27.7,1
1191,213,insurer_followup,2025-04-09T11:18:21.974818,12.5,1
1192,213,call,2025-04-10T19:07:15.077119,25.5,1
1193,213,call,2025-04-10T11:32:19.890834,4.0,1
1194,214,call,2025-10-31T05:10:12.191474,20.2,21
1195,214,chat,2025-11-01T06:04:47.007864,20.3,21
1196,214,call,2025-10-31T19:14:55.283308,6.4,21
1197,215,call,2025-06-23T22:24:09.232380,10.6,6
1198,215,call,2025-06-26T07:50:03.068038,23.9,6
1199,215,chat,2025-06-25T18:25:00.234738,14.1,6
1200,215,email,2025-06-24T03:49:11.840625,23.7,6
1201,215,email,2025-06-25T06:54:54.502217,28.8,6
1202,215,insurer_followup,2025-06-26T08:42:54.256691,29.2,6
1203,215,doc_request,2025-06-24T19:37:26.995868,0.0,6
1204,215,chat,2025-06-24T14:09:36.070663,3.1,6
1205,216,call,2025-11-10T14:31:46.094869,21.8,21
1206,216,chat,2025-11-13T05:27:43.779207,9.5,21
1207,216,email,2025-11-13T00:08:55.346150,13.8,21
1208,216,call,2025-11-12T20:48:37.541351,12.3,21
1209,216,chat,2025-11-11T10:48:52.196863,3.4,21
1210,216,call,2025-11-11T09:40:58.291834,13.6,21
1211,216,chat,2025-11-12T11:34:59.767481,26.1,21
1212,217,call,2025-10-22T22:04:31.353021,23.6,6
1213,217,doc_request,2025-10-23T00:04:31.353021,0.0,6
1214,217,call,2025-10-24T20:23:05.351325,6.7,6
1215,217,email,2025-10-24T20:06:51.206384,13.7,6
1216,217,doc_request,2025-10-25T00:50:55.865663,0.0,6
1217,217,call,2025-10-24T19:45:32.175351,19.2,6
1218,217,email,2025-10-23T10:47:46.919168,29.5,6
1219,218,call,2025-10-08T01:04:30.431271,13.2,20
1220,218,doc_request,2025-10-08T03:04:30.431271,0.0,20
1221,218,insurer_followup,2025-10-10T12:32:29.909483,37.8,20
1222,218,email,2025-10-08T13:49:28.528518,22.9,20
1223,218,call,2025-10-08T15:01:29.979562,26.8,20
1224,218,chat,2025-10-09T04:05:39.466983,26.9,20
1225,218,doc_request,2025-10-10T10:00:06.709921,0.0,20
1226,219,call,2025-07-13T16:10:24.283416,9.4,22
1227,219,insurer_followup,2025-07-16T09:29:47.002596,30.2,22
1228,219,insurer_followup,2025-07-15T01:57:09.446121,17.8,22
1229,219,call,2025-07-14T00:25:38.168246,7.9,22
1230,219,insurer_followup,2025-07-14T12:21:39.329207,13.0,22
1231,219,email,2025-07-15T03:36:42.796436,10.8,22
1232,219,chat,2025-07-14T21:51:11.131652,19.5,22
1233,220,call,2025-10-01T06:50:40.496506,21.6,20
1234,220,call,2025-10-03T18:57:14.769430,24.1,20
1235,220,email,2025-10-03T00:13:29.785848,5.7,20
1236,220,chat,2025-10-02T20:11:08.349955,13.1,20
1237,221,call,2025-08-22T20:43:45.459098,6.4,12
1238,221,email,2025-08-24T14:48:37.288198,11.1,12
1239,221,email,2025-08-25T06:16:18.751299,7.5,12
1240,221,call,2025-08-23T13:08:59.642129,27.8,12
1241,221,call,2025-08-24T18:07:23.411412,23.5,12
1242,221,email,2025-08-25T03:55:33.855795,20.4,12
1243,222,call,2026-02-03T04:08:02.913904,18.3,13
1244,222,chat,2026-02-04T01:10:55.466547,12.5,13
1245,222,email,2026-02-05T12:44:36.168026,4.0,13
1246,222,chat,2026-02-03T07:26:45.910490,22.6,13
1247,222,doc_request,2026-02-04T00:34:00.557474,0.0,13
1248,222,doc_request,2026-02-03T20:51:05.118438,0.0,13
1249,222,doc_request,2026-02-03T21:43:12.001609,0.0,13
1250,223,call,2026-02-12T11:42:11.470006,15.7,22
1251,223,insurer_followup,2026-02-14T11:20:57.794648,20.1,22
1252,223,email,2026-02-13T18:26:24.331418,28.7,22
1253,223,doc_request,2026-02-14T16:31:04.314292,0.0,22
1254,223,email,2026-02-13T08:17:50.604913,27.2,22
1255,223,insurer_followup,2026-02-13T23:47:04.445185,21.7,22
1256,224,call,2026-01-01T11:46:22.981479,11.0,12
1257,224,doc_request,2026-01-01T13:46:22.981479,0.0,12
1258,224,chat,2026-01-02T13:58:38.084921,15.5,12
1259,224,call,2026-01-01T22:31:20.302209,4.3,12
1260,224,chat,2026-01-01T22:23:16.454687,9.8,12
1261,224,call,2026-01-02T21:36:46.229672,10.8,12
1262,224,call,2026-01-04T09:02:20.178256,4.9,12
1263,224,call,2026-01-04T04:22:59.606596,17.5,12
1264,225,call,2025-10-09T15:41:54.206058,7.7,3
1265,225,doc_request,2025-10-09T17:41:54.206058,0.0,3
1266,225,chat,2025-10-12T11:40:45.444346,16.5,3
1267,225,call,2025-10-10T21:47:19.504202,12.3,3
1268,225,email,2025-10-11T15:04:09.969151,16.2,3
1269,225,email,2025-10-10T00:21:52.337208,26.6,3
1270,225,call,2025-10-10T19:53:05.531183,21.0,3
1271,225,insurer_followup,2025-10-10T04:18:49.665821,17.5,3
1272,226,call,2025-08-31T10:48:18.609682,24.3,15
1273,226,doc_request,2025-09-02T03:29:35.907510,0.0,15
1274,226,email,2025-09-02T11:59:44.678957,29.1,15
1275,226,email,2025-09-01T12:53:09.240226,11.1,15
1276,227,call,2025-06-05T21:36:17.211683,14.8,20
1277,228,call,2026-01-24T06:07:53.575818,13.2,15
1278,228,insurer_followup,2026-01-24T19:00:30.331313,17.3,15
1279,228,email,2026-01-26T23:46:02.575254,6.2,15
1280,228,call,2026-01-24T21:40:14.590563,8.8,15
1281,228,doc_request,2026-01-26T11:39:21.209859,0.0,15
1282,228,chat,2026-01-26T04:47:50.652849,11.1,15
1283,229,call,2025-04-14T17:10:22.703550,14.3,10
1284,229,doc_request,2025-04-15T12:47:11.616990,0.0,10
1285,229,chat,2025-04-17T16:58:09.711303,22.3,10
1286,230,call,2025-06-15T19:48:10.666221,10.1,12
1287,230,chat,2025-06-17T20:39:49.789847,24.9,12
1288,230,call,2025-06-18T07:14:20.464252,10.9,12
1289,230,email,2025-06-17T12:43:15.359902,18.4,12
1290,230,email,2025-06-18T19:25:53.552919,8.9,12
1291,230,chat,2025-06-18T15:31:15.846320,23.7,12
1292,230,chat,2025-06-16T00:23:54.728154,8.2,12
1293,230,call,2025-06-18T07:31:41.365966,5.1,12
1294,230,email,2025-06-16T22:09:30.187507,20.8,12
1295,231,call,2025-08-01T04:28:36.748224,5.8,20
1296,231,doc_request,2025-08-01T06:28:36.748224,0.0,20
1297,231,call,2025-08-02T13:09:35.767475,13.3,20
1298,231,email,2025-08-02T22:34:16.956272,18.5,20
1299,231,chat,2025-08-02T16:41:54.811783,19.1,20
1300,231,chat,2025-08-04T00:34:04.877579,21.4,20
1301,231,email,2025-08-02T10:19:39.602322,6.0,20
1302,232,call,2025-04-03T15:07:00.493262,16.6,27
1303,232,email,2025-04-05T23:45:30.053713,23.8,27
1304,232,chat,2025-04-06T09:45:03.822900,13.8,27
1305,232,insurer_followup,2025-04-04T10:36:57.134994,24.3,27
1306,232,call,2025-04-05T03:11:35.867561,26.7,27
1307,232,email,2025-04-06T00:48:27.568216,19.0,27
1308,232,call,2025-04-03T20:18:00.304616,6.5,27
1309,233,call,2025-08-23T15:55:19.204933,15.7,4
1310,233,call,2025-08-24T12:49:42.043818,8.8,4
1311,233,doc_request,2025-08-26T01:58:52.259398,0.0,4
1312,233,email,2025-08-25T22:39:06.159304,5.0,4
1313,233,email,2025-08-24T07:11:28.708943,27.6,4
1314,233,chat,2025-08-24T15:36:50.847384,11.4,4
1315,234,call,2025-04-17T07:58:54.021557,17.3,3
1316,234,doc_request,2025-04-17T09:58:54.021557,0.0,3
1317,234,insurer_followup,2025-04-19T03:25:50.608480,30.2,3
1318,234,chat,2025-04-18T01:43:58.040471,23.8,3
1319,234,chat,2025-04-19T01:43:33.629285,25.1,3
1320,234,email,2025-04-17T14:21:38.031715,17.0,3
1321,234,email,2025-04-17T11:32:45.384125,26.1,3
1322,234,call,2025-04-20T00:22:22.758789,4.4,3
1323,234,email,2025-04-18T17:55:15.811278,24.7,3
1324,235,call,2025-04-28T13:08:00.389577,20.5,12
1325,235,chat,2025-04-29T21:43:12.522935,25.0,12
1326,235,call,2025-04-29T18:25:18.030075,7.7,12
1327,236,call,2025-10-12T23:49:11.570479,22.0,6
1328,236,email,2025-10-15T20:13:14.623375,9.4,6
1329,236,doc_request,2025-10-15T04:52:55.429654,0.0,6
1330,237,call,2025-08-15T11:09:09.526598,23.9,17
1331,237,doc_request,2025-08-17T14:40:50.108859,0.0,17
1332,237,email,2025-08-15T23:03:25.122164,23.6,17
1333,237,insurer_followup,2025-08-16T16:28:35.261951,5.8,17
1334,238,call,2026-02-11T04:03:57.229461,21.2,27
1335,238,call,2026-02-11T15:03:19.712196,24.7,27
1336,238,email,2026-02-11T11:21:18.056068,7.5,27
1337,238,doc_request,2026-02-13T18:44:15.000861,0.0,27
1338,238,call,2026-02-11T11:50:54.539054,16.2,27
1339,238,email,2026-02-13T02:59:58.845674,29.4,27
1340,239,call,2025-12-25T19:57:07.807185,21.9,20
1341,239,insurer_followup,2025-12-28T06:39:10.824287,13.6,20
1342,239,chat,2025-12-28T03:01:40.071493,29.0,20
1343,239,call,2025-12-27T17:59:40.400256,27.7,20
1344,239,call,2025-12-27T22:57:24.557930,21.5,20
1345,240,call,2026-02-27T14:38:27.135908,10.7,30
1346,240,email,2026-02-27T21:59:22.687809,24.5,30
1347,240,email,2026-03-01T16:46:05.339907,23.6,30
1348,240,call,2026-03-01T17:22:50.453856,13.3,30
1349,240,email,2026-03-01T00:09:03.790470,3.5,30
1350,240,call,2026-02-28T16:18:35.245856,17.9,30
1351,241,call,2025-06-29T00:36:29.167081,18.0,10
1352,242,call,2025-04-18T04:12:09.195261,15.8,23
1353,242,call,2025-04-20T06:30:13.410865,25.6,23
1354,242,email,2025-04-20T08:45:43.009592,24.1,23
1355,242,insurer_followup,2025-04-19T19:47:47.770357,26.3,23
1356,242,call,2025-04-20T23:56:22.300849,21.1,23
1357,242,insurer_followup,2025-04-18T17:48:33.945268,10.0,23
1358,243,call,2025-09-21T22:32:39.783121,15.4,20
1359,243,insurer_followup,2025-09-23T10:12:18.789637,18.0,20
1360,243,call,2025-09-22T04:43:15.369051,8.0,20
1361,243,call,2025-09-22T12:22:23.741721,13.5,20
1362,243,email,2025-09-22T14:14:09.740945,26.7,20
1363,243,call,2025-09-23T04:11:12.739620,27.5,20
1364,244,call,2025-09-12T13:35:43.913437,5.9,10
1365,244,insurer_followup,2025-09-14T17:06:00.033312,39.7,10
1366,244,chat,2025-09-14T13:53:36.776083,5.9,10
1367,244,doc_request,2025-09-14T05:38:16.610325,0.0,10
1368,244,email,2025-09-13T18:00:02.457450,13.1,10
1369,245,call,2025-06-04T01:23:26.864970,14.7,4
1370,245,doc_request,2025-06-04T03:23:26.864970,0.0,4
1371,245,email,2025-06-06T01:11:06.699087,4.8,4
1372,245,insurer_followup,2025-06-05T08:30:47.932275,16.5,4
1373,245,email,2025-06-04T06:18:59.618669,25.8,4
1374,245,call,2025-06-05T07:01:24.335169,11.1,4
1375,245,doc_request,2025-06-05T14:27:39.840659,0.0,4
1376,246,call,2026-01-31T05:43:52.065644,9.4,4
1377,247,call,2025-04-23T05:19:28.542116,9.5,1
1378,247,doc_request,2025-04-23T18:39:11.032292,0.0,1
1379,247,doc_request,2025-04-25T05:07:42.556674,0.0,1
1380,247,chat,2025-04-24T01:17:37.598951,11.1,1
1381,247,call,2025-04-25T00:32:31.769810,4.0,1
1382,247,email,2025-04-25T09:34:45.400911,9.2,1
1383,247,chat,2025-04-25T07:02:44.696087,27.6,1
1384,248,call,2025-10-17T19:06:24.256434,20.9,20
1385,248,email,2025-10-17T23:25:48.227632,22.2,20
1386,248,call,2025-10-19T07:09:53.024112,11.1,20
1387,248,email,2025-10-18T20:38:50.111983,6.1,20
1388,248,chat,2025-10-20T16:23:58.934164,4.4,20
1389,249,call,2025-08-22T13:45:11.948410,16.0,1
1390,249,chat,2025-08-24T19:22:14.968940,18.5,1
1391,249,insurer_followup,2025-08-23T04:54:04.656948,6.8,1
1392,250,call,2025-11-05T11:22:37.103978,12.8,9
1393,250,insurer_followup,2025-11-08T09:11:32.055202,23.9,9
1394,250,insurer_followup,2025-11-06T01:38:15.288985,27.9,9
1395,250,call,2025-11-05T18:03:57.249042,27.3,9
1396,250,doc_request,2025-11-07T16:22:50.726158,0.0,9
1397,251,call,2025-11-02T06:25:46.939598,11.8,4
1398,251,doc_request,2025-11-02T08:25:46.939598,0.0,4
1399,251,call,2025-11-03T12:32:12.275179,7.7,4
1400,251,email,2025-11-03T14:04:14.729883,23.4,4
1401,252,call,2025-11-13T16:31:01.462696,16.0,18
1402,252,doc_request,2025-11-15T02:24:06.351682,0.0,18
1403,252,call,2025-11-15T06:31:30.023736,25.8,18
1404,252,call,2025-11-15T12:45:39.469876,29.8,18
1405,252,doc_request,2025-11-15T08:41:01.030614,0.0,18
1406,253,call,2025-10-11T03:40:21.688137,21.6,14
1407,253,doc_request,2025-10-11T05:40:21.688137,0.0,14
1408,253,doc_request,2025-10-11T19:07:16.969760,0.0,14
1409,253,call,2025-10-13T02:23:13.830929,12.8,14
1410,253,doc_request,2025-10-11T22:25:28.586188,0.0,14
1411,253,chat,2025-10-13T17:15:45.013411,12.1,14
1412,254,call,2025-10-31T08:17:30.970856,10.1,25
1413,254,email,2025-11-01T01:31:44.355190,12.3,25
1414,254,call,2025-10-31T12:06:42.542678,5.2,25
1415,254,doc_request,2025-10-31T13:35:16.366794,0.0,25
1416,254,insurer_followup,2025-10-31T16:28:54.606993,9.6,25
1417,254,chat,2025-10-31T16:21:59.670049,16.9,25
1418,254,email,2025-11-02T06:43:37.040785,18.3,25
1419,254,call,2025-10-31T11:07:38.450694,24.8,25
1420,254,chat,2025-11-02T22:39:16.332573,16.3,25
1421,255,call,2026-03-04T16:23:36.675192,14.9,20
1422,255,doc_request,2026-03-04T18:23:36.675192,0.0,20
1423,255,insurer_followup,2026-03-07T01:57:28.606913,15.8,20
1424,255,email,2026-03-05T18:34:17.396635,27.5,20
1425,256,call,2025-03-20T06:32:15.014677,11.1,10
1426,256,insurer_followup,2025-03-20T17:36:26.521816,21.9,10
1427,256,call,2025-03-20T08:52:27.818213,13.6,10
1428,257,call,2025-05-18T07:27:55.055004,15.8,27
1429,257,doc_request,2025-05-18T09:27:55.055004,0.0,27
1430,257,email,2025-05-20T14:43:08.129390,18.9,27
1431,257,chat,2025-05-19T00:05:01.197150,18.1,27
1432,257,email,2025-05-18T17:32:11.489982,23.6,27
1433,258,call,2025-07-06T23:12:06.206278,13.1,20
1434,258,insurer_followup,2025-07-09T16:45:13.879371,23.1,20
1435,258,chat,2025-07-07T05:26:47.741593,9.1,20
1436,258,insurer_followup,2025-07-07T23:55:24.751827,25.8,20
1437,258,doc_request,2025-07-09T18:23:13.595432,0.0,20
1438,258,email,2025-07-08T09:03:17.928619,25.7,20
1439,258,email,2025-07-09T12:11:41.359463,15.8,20
1440,259,call,2025-07-18T09:51:34.715391,9.7,6
1441,259,call,2025-07-19T03:47:41.661946,18.7,6
1442,259,doc_request,2025-07-19T17:16:24.830835,0.0,6
1443,259,chat,2025-07-20T14:37:48.907856,23.4,6
1444,259,insurer_followup,2025-07-19T22:51:02.601644,29.9,6
1445,259,doc_request,2025-07-19T11:40:46.752330,0.0,6
1446,260,call,2026-02-09T09:17:22.273907,11.0,10
1447,260,insurer_followup,2026-02-12T04:20:27.464604,35.8,10
1448,260,email,2026-02-11T04:21:17.738150,29.5,10
1449,260,call,2026-02-11T14:03:53.445682,6.2,10
1450,260,chat,2026-02-09T17:46:50.143923,3.5,10
1451,260,call,2026-02-10T11:09:10.379496,16.1,10
1452,260,doc_request,2026-02-10T19:08:25.841910,0.0,10
1453,260,insurer_followup,2026-02-11T04:08:48.663989,25.1,10
1454,260,call,2026-02-11T13:33:28.271813,15.9,10
1455,260,call,2026-02-11T21:31:34.964359,4.4,10
1456,261,call,2025-05-04T08:54:20.313402,24.1,10
1457,261,doc_request,2025-05-04T10:54:20.313402,0.0,10
1458,261,chat,2025-05-05T19:59:29.743587,15.1,10
1459,261,email,2025-05-05T07:12:02.674894,14.3,10
1460,261,email,2025-05-05T19:11:56.661310,24.3,10
1461,261,chat,2025-05-04T21:31:28.885815,18.6,10
1462,261,chat,2025-05-05T07:37:43.221982,28.5,10
1463,261,doc_request,2025-05-06T10:31:35.972857,0.0,10
1464,262,call,2025-04-04T19:02:14.888877,16.6,14
1465,262,insurer_followup,2025-04-06T08:33:37.488149,13.3,14
1466,262,email,2025-04-07T09:06:59.304270,3.3,14
1467,262,email,2025-04-06T03:24:30.948861,22.7,14
1468,262,insurer_followup,2025-04-05T09:46:37.960292,20.5,14
1469,263,call,2025-11-09T17:37:06.829974,22.3,6
1470,263,call,2025-11-10T10:54:44.764995,14.1,6
1471,263,call,2025-11-11T09:58:07.901102,23.7,6
1472,263,chat,2025-11-11T02:37:07.375101,15.3,6
1473,264,call,2025-03-20T13:52:45.386373,16.9,20
1474,264,doc_request,2025-03-20T15:52:45.386373,0.0,20
1475,264,doc_request,2025-03-22T00:39:59.006271,0.0,20
1476,264,email,2025-03-21T06:14:15.778834,25.3,20
1477,265,call,2025-12-23T11:21:47.956043,7.9,6
1478,265,chat,2025-12-24T04:57:38.878321,8.0,6
1479,266,call,2025-08-02T01:29:16.816972,20.2,21
1480,266,email,2025-08-03T10:34:14.707581,5.3,21
1481,266,doc_request,2025-08-04T21:43:57.643218,0.0,21
1482,267,call,2025-07-19T02:41:52.030693,7.5,8
1483,267,call,2025-07-20T22:29:34.661216,20.8,8
1484,267,email,2025-07-19T06:58:17.500637,27.3,8
1485,267,call,2025-07-21T20:50:16.273643,7.4,8
1486,267,insurer_followup,2025-07-19T18:10:45.306718,9.5,8
1487,267,call,2025-07-21T11:50:35.999152,18.9,8
1488,268,call,2025-07-13T03:52:16.155435,9.6,9
1489,268,insurer_followup,2025-07-14T17:18:26.847652,10.7,9
1490,268,email,2025-07-14T09:57:02.319054,3.7,9
1491,268,insurer_followup,2025-07-15T17:14:33.455085,18.3,9
1492,268,email,2025-07-16T02:04:22.693547,21.4,9
1493,269,call,2026-01-04T21:23:12.325212,5.0,12
1494,269,doc_request,2026-01-04T23:23:12.325212,0.0,12
1495,269,email,2026-01-06T18:13:29.285930,8.1,12
1496,269,insurer_followup,2026-01-06T06:01:19.124252,11.7,12
1497,269,chat,2026-01-05T09:13:37.173552,6.7,12
1498,269,chat,2026-01-05T23:26:28.229332,25.5,12
1499,270,call,2025-10-15T07:08:08.493429,5.7,12
1500,270,insurer_followup,2025-10-18T00:29:13.254037,17.9,12
1501,270,doc_request,2025-10-16T22:18:36.246639,0.0,12
1502,270,email,2025-10-16T08:40:44.094331,24.1,12
1503,270,call,2025-10-16T08:58:50.455691,29.0,12
1504,270,doc_request,2025-10-17T05:21:29.790249,0.0,12
1505,270,call,2025-10-16T21:33:19.594649,7.5,12
1506,271,call,2025-05-08T08:21:02.164492,12.0,12
1507,271,call,2025-05-09T08:07:18.752270,24.7,12
1508,271,insurer_followup,2025-05-09T09:01:46.000799,14.1,12
1509,272,call,2025-11-25T16:57:46.206423,24.9,6
1510,273,call,2025-04-09T06:35:05.790014,12.3,3
1511,273,doc_request,2025-04-09T08:35:05.790014,0.0,3
1512,273,insurer_followup,2025-04-10T18:09:42.951013,28.7,3
1513,273,email,2025-04-10T23:07:49.228787,15.1,3
1514,273,email,2025-04-10T12:22:01.418433,4.1,3
1515,273,insurer_followup,2025-04-11T11:07:56.682061,7.6,3
1516,273,call,2025-04-10T02:01:20.611919,16.0,3
1517,273,call,2025-04-11T23:43:20.821432,29.2,3
1518,274,call,2025-09-13T13:35:07.000372,23.1,20
1519,274,chat,2025-09-14T19:40:30.504914,8.6,20
1520,274,email,2025-09-15T09:00:57.361876,6.6,20
1521,274,email,2025-09-16T00:21:46.716831,24.0,20
1522,274,insurer_followup,2025-09-14T02:44:55.850833,16.4,20
1523,274,email,2025-09-16T01:25:51.323961,9.8,20
1524,274,chat,2025-09-14T02:36:38.370315,12.8,20
1525,275,call,2025-05-31T13:49:47.557590,13.2,22
1526,275,call,2025-06-02T08:10:09.425762,27.7,22
1527,275,chat,2025-06-02T08:15:01.796475,6.1,22
1528,276,call,2025-07-20T14:31:36.109164,5.2,12
1529,276,call,2025-07-21T06:09:20.034368,18.0,12
1530,277,call,2025-04-21T05:36:20.966691,5.1,22
1531,277,call,2025-04-21T08:57:46.273330,4.1,22
1532,277,chat,2025-04-22T20:30:02.870657,21.5,22
1533,277,call,2025-04-21T18:06:36.840855,21.4,22
1534,277,email,2025-04-23T10:44:57.843690,3.1,22
1535,277,chat,2025-04-23T10:13:36.908754,11.0,22
1536,277,call,2025-04-24T01:54:14.057122,10.4,22
1537,278,call,2025-06-26T16:29:03.723324,15.0,12
1538,278,doc_request,2025-06-26T18:29:03.723324,0.0,12
1539,278,insurer_followup,2025-06-27T04:06:30.970951,4.8,12
1540,278,call,2025-06-29T07:16:31.546197,14.2,12
1541,279,call,2025-11-28T03:59:51.916502,22.5,12
1542,279,doc_request,2025-11-28T05:59:51.916502,0.0,12
1543,279,email,2025-11-29T04:21:55.485519,24.1,12
1544,279,chat,2025-11-29T06:53:00.869633,21.4,12
1545,280,call,2025-11-27T06:46:37.164737,13.9,12
1546,280,doc_request,2025-11-27T08:46:37.164737,0.0,12
1547,280,doc_request,2025-11-28T04:04:52.448274,0.0,12
1548,280,email,2025-11-28T00:51:49.736843,4.5,12
1549,280,doc_request,2025-11-28T22:11:44.719293,0.0,12
1550,280,email,2025-11-28T05:14:30.536240,28.3,12
1551,280,call,2025-11-27T21:58:54.270110,29.1,12
1552,281,call,2025-07-06T15:38:10.869971,15.2,20
1553,281,insurer_followup,2025-07-07T22:26:26.778821,17.1,20
1554,281,chat,2025-07-08T08:30:49.330708,22.1,20
1555,281,call,2025-07-06T18:22:08.226278,5.4,20
1556,281,chat,2025-07-07T11:48:34.033747,19.0,20
1557,281,chat,2025-07-07T09:40:29.108648,5.0,20
1558,282,call,2025-03-30T01:32:31.859809,19.8,20
1559,282,email,2025-03-31T16:44:56.156931,5.7,20
1560,282,call,2025-03-31T23:56:27.349917,12.9,20
1561,282,email,2025-04-01T06:06:28.312988,16.4,20
1562,283,call,2025-05-30T00:01:42.627375,24.6,3
1563,284,call,2025-06-30T03:15:10.743338,24.5,14
1564,284,email,2025-06-30T14:30:33.827715,12.5,14
1565,284,call,2025-07-01T21:15:17.978574,25.9,14
1566,284,email,2025-06-30T16:05:04.570551,12.5,14
1567,285,call,2025-09-18T05:15:08.818131,9.8,6
1568,285,insurer_followup,2025-09-20T08:36:16.874512,15.1,6
1569,286,call,2025-12-24T15:46:42.124177,5.1,25
1570,286,doc_request,2025-12-24T17:46:42.124177,0.0,25
