id,case_id,event_type,occurred_at
1412,300,opened,2025-08-17T12:43:27
1413,300,assigned,2025-08-17T13:19:31.221116
1414,300,first_response,2025-08-18T01:07:24.121072
1415,300,docs_requested,2025-08-18T03:07:24.121072
1416,300,docs_received,2025-08-24T22:00:36.930909
1417,300,resolved,2025-08-25T22:00:36.930909
1418,301,opened,2025-08-12T14:42:33
1419,301,assigned,2025-08-12T18:10:16.100943
1420,301,first_response,2025-08-13T12:05:15.238649
1421,301,resolved,2025-08-23T15:36:36.764147
1422,302,opened,2025-11-03T08:52:46
1423,302,assigned,2025-11-03T12:44:36.041976
1424,302,first_response,2025-11-03T16:14:36.712962
1425,302,resolved,2025-11-11T21:15:23.600574
1426,303,opened,2026-02-28T12:24:35
1427,303,assigned,2026-02-28T13:28:28.845445
1428,303,first_response,2026-03-01T14:57:14.229582
1429,303,resolved,2026-03-06T21:14:05.440374
1430,304,opened,2025-07-26T20:14:45
1431,304,assigned,2025-07-26T22:30:45.735146
1432,304,first_response,2025-07-27T11:33:24.968736
1433,304,docs_requested,2025-07-27T13:33:24.968736
1434,304,docs_received,2025-08-02T00:55:23.929378
1435,304,resolved,2025-08-03T00:55:23.929378
1436,305,opened,2025-04-18T10:15:01
1437,305,assigned,2025-04-18T14:06:24.307761
1438,305,first_response,2025-04-18T17:56:09.050067
1439,305,resolved,2025-04-25T17:38:49.765986
1440,306,opened,2025-09-27T19:13:09
1441,306,assigned,2025-09-27T22:28:29.045960
1442,306,first_response,2025-09-28T05:35:26.698604
1443,306,escalated,2025-09-29T21:38:26.506330
1444,306,resolved,2025-10-07T10:21:28.905109
1445,307,opened,2025-07-06T19:30:10
1446,307,assigned,2025-07-06T20:26:22.024696
1447,307,first_response,2025-07-06T23:28:02.651276
1448,307,resolved,2025-07-10T08:27:00.868736
1449,308,opened,2025-07-18T04:01:39
1450,308,assigned,2025-07-18T07:54:46.935978
1451,308,first_response,2025-07-18T19:09:49.673262
1452,308,escalated,2025-07-19T20:31:26.361874
1453,308,resolved,2025-08-02T15:13:25.373733
1454,309,opened,2025-05-12T14:38:41
1455,309,assigned,2025-05-12T15:49:22.505239
1456,309,first_response,2025-05-12T19:41:24.110720
1457,309,escalated,2025-05-13T23:28:02.819780
1458,309,resolved,2025-05-21T13:24:41.485283
1459,310,opened,2025-11-09T05:36:58
1460,310,assigned,2025-11-09T09:35:16.587056
1461,310,first_response,2025-11-10T03:30:52.013509
1462,310,resolved,2025-11-13T22:27:49.901550
1463,311,opened,2025-09-30T09:07:47
1464,311,assigned,2025-09-30T10:03:20.642976
1465,311,first_response,2025-09-30T22:03:20.642976
1466,311,escalated,2025-10-02T14:37:41.455277
1467,312,opened,2025-07-21T23:56:52
1468,312,assigned,2025-07-22T01:07:44.062558
1469,312,first_response,2025-07-22T13:07:44.062558
1470,312,escalated,2025-07-25T08:02:50.845097
1471,313,opened,2025-07-22T16:01:16
1472,313,assigned,2025-07-22T16:37:07.196678
1473,313,first_response,2025-07-23T00:10:43.630606
1474,313,docs_requested,2025-07-23T02:10:43.630606
1475,313,docs_received,2025-08-01T06:42:46.919340
1476,313,resolved,2025-08-02T06:42:46.919340
1477,314,opened,2025-12-15T19:11:56
1478,314,assigned,2025-12-15T21:31:03.905563
1479,314,first_response,2025-12-16T05:04:51.600602
1480,314,docs_requested,2025-12-16T07:04:51.600602
1481,314,docs_received,2025-12-23T13:10:53.750641
1482,314,resolved,2025-12-24T13:10:53.750641
1483,315,opened,2026-01-20T08:41:19
1484,315,assigned,2026-01-20T10:17:06.320871
1485,315,first_response,2026-01-21T13:58:25.284464
1486,315,docs_requested,2026-01-21T15:58:25.284464
1487,315,docs_received,2026-01-27T03:39:44.664056
1488,315,resolved,2026-01-28T03:39:44.664056
1489,316,opened,2025-11-13T23:29:56
1490,316,assigned,2025-11-14T01:24:17.206594
1491,316,first_response,2025-11-14T17:40:27.526272
1492,316,docs_requested,2025-11-14T19:40:27.526272
1493,316,docs_received,2025-11-24T13:02:39.515108
1494,316,escalated,2025-11-15T23:10:26.981315
1495,316,resolved,2025-11-25T13:02:39.515108
1496,317,opened,2025-05-04T16:06:12
1497,317,assigned,2025-05-04T17:45:07.240229
1498,317,first_response,2025-05-05T00:08:22.766302
1499,317,escalated,2025-05-06T19:42:21.537364
1500,317,resolved,2025-05-17T10:08:16.045938
1501,318,opened,2025-06-08T01:43:11
1502,318,assigned,2025-06-08T04:45:21.250260
1503,318,first_response,2025-06-09T16:45:19.400524
1504,318,docs_requested,2025-06-09T18:45:19.400524
1505,318,docs_received,2025-06-16T07:44:20.179916
1506,318,resolved,2025-06-17T07:44:20.179916
1507,319,opened,2025-05-23T22:14:27
1508,319,assigned,2025-05-24T00:23:02.999376
1509,319,first_response,2025-05-25T07:55:40.491809
1510,319,escalated,2025-05-27T03:41:14.667179
1511,319,resolved,2025-06-04T13:00:31.651678
1512,320,opened,2025-10-28T06:17:59
1513,320,assigned,2025-10-28T09:02:29.990385
1514,320,first_response,2025-10-28T11:21:10.144402
1515,320,resolved,2025-11-03T04:34:41.270194
1516,321,opened,2025-05-06T16:23:02
1517,321,assigned,2025-05-06T17:27:06.727831
1518,321,first_response,2025-05-07T01:38:51.277271
1519,321,docs_requested,2025-05-07T03:38:51.277271
1520,321,docs_received,2025-05-13T23:38:21.018688
1521,321,resolved,2025-05-14T23:38:21.018688
1522,322,opened,2025-11-17T21:19:16
1523,322,assigned,2025-11-17T22:32:22.986140
1524,322,first_response,2025-11-18T01:37:27.753527
1525,322,resolved,2025-11-22T05:20:03.913350
1526,323,opened,2025-11-07T04:26:28
1527,323,assigned,2025-11-07T05:38:00.594929
1528,323,first_response,2025-11-07T22:09:13.869735
1529,323,resolved,2025-11-14T03:34:49.130484
1530,324,opened,2025-09-16T05:02:20
1531,324,assigned,2025-09-16T08:26:56.216277
1532,324,first_response,2025-09-17T04:30:53.275943
1533,324,docs_requested,2025-09-17T06:30:53.275943
1534,324,docs_received,2025-09-28T00:47:24.249120
1535,324,resolved,2025-09-29T00:47:24.249120
1536,325,opened,2025-10-13T05:55:47
1537,325,assigned,2025-10-13T09:31:09.311341
1538,325,first_response,2025-10-14T03:18:25.693503
1539,325,resolved,2025-10-21T21:33:22.264097
1540,326,opened,2025-12-28T10:06:10
1541,326,assigned,2025-12-28T11:37:56.702600
1542,326,first_response,2025-12-29T01:14:54.758657
1543,326,docs_requested,2025-12-29T03:14:54.758657
1544,326,docs_received,2026-01-08T06:43:06.852887
1545,326,resolved,2026-01-09T06:43:06.852887
1546,327,opened,2025-11-27T20:09:30
1547,327,assigned,2025-11-27T21:14:39.662621
1548,327,first_response,2025-11-28T17:18:56.348755
1549,327,resolved,2025-12-11T03:33:24.802678
1550,328,opened,2025-11-10T00:56:38
1551,328,assigned,2025-11-10T03:40:38.130566
1552,328,first_response,2025-11-10T14:30:14.065164
1553,328,resolved,2025-11-18T06:59:23.700575
1554,329,opened,2025-11-05T20:29:57
1555,329,assigned,2025-11-06T00:16:24.286228
1556,329,first_response,2025-11-06T12:16:24.286228
1557,329,docs_requested,2025-11-06T14:16:24.286228
1558,330,opened,2025-07-09T02:09:45
1559,330,assigned,2025-07-09T04:05:37.804969
1560,330,first_response,2025-07-10T23:31:18.299072
1561,330,resolved,2025-07-11T21:58:26.051915
1562,331,opened,2025-05-05T22:33:33
1563,331,assigned,2025-05-05T23:28:27.207311
1564,331,first_response,2025-05-06T10:21:23.129436
1565,331,docs_requested,2025-05-06T12:21:23.129436
1566,331,docs_received,2025-05-18T17:21:27.655469
1567,331,escalated,2025-05-07T16:27:24.234362
1568,331,resolved,2025-05-19T17:21:27.655469
1569,332,opened,2025-08-27T01:12:44
1570,332,assigned,2025-08-27T04:18:05.744675
1571,332,first_response,2025-08-28T05:42:23.407720
1572,332,resolved,2025-09-04T02:08:49.344769
1573,333,opened,2025-07-03T22:01:31
1574,333,assigned,2025-07-03T23:19:18.489008
1575,333,first_response,2025-07-04T11:19:18.489008
1576,334,opened,2026-01-11T13:51:54
1577,334,assigned,2026-01-11T15:54:01.378095
1578,334,first_response,2026-01-12T00:29:46.848318
1579,334,docs_requested,2026-01-12T02:29:46.848318
1580,334,docs_received,2026-01-25T00:43:56.710910
1581,334,resolved,2026-01-26T00:43:56.710910
1582,335,opened,2025-07-22T23:52:25
1583,335,assigned,2025-07-23T01:51:49.063788
1584,335,first_response,2025-07-23T13:51:49.063788
1585,336,opened,2025-08-30T19:40:37
1586,336,assigned,2025-08-30T20:23:59.736526
1587,336,first_response,2025-08-31T03:24:24.602952
1588,336,escalated,2025-09-01T23:02:55.564491
1589,336,resolved,2025-09-10T12:07:52.163658
1590,337,opened,2025-03-22T22:03:33
1591,337,assigned,2025-03-23T00:16:09.527864
1592,337,first_response,2025-03-24T09:21:40.683479
1593,337,docs_requested,2025-03-24T11:21:40.683479
1594,337,docs_received,2025-04-03T08:46:02.727076
1595,337,resolved,2025-04-04T08:46:02.727076
1596,338,opened,2025-06-27T19:17:10
1597,338,assigned,2025-06-27T22:47:42.312577
1598,338,first_response,2025-06-28T01:37:38.514877
1599,338,escalated,2025-06-29T04:56:57.824006
1600,338,resolved,2025-07-10T11:44:23.446836
1601,339,opened,2026-02-06T22:55:42
1602,339,assigned,2026-02-07T00:56:27.728522
1603,339,first_response,2026-02-07T03:00:43.584313
1604,339,resolved,2026-02-15T15:41:18.105011
1605,340,opened,2026-02-03T11:26:47
1606,340,assigned,2026-02-03T14:03:48.092354
1607,340,first_response,2026-02-03T21:41:24.384764
1608,340,docs_requested,2026-02-03T23:41:24.384764
1609,340,docs_received,2026-02-15T10:53:12.534983
1610,340,escalated,2026-02-05T01:53:39.783415
1611,340,resolved,2026-02-16T10:53:12.534983
1612,341,opened,2025-09-21T05:44:56
1613,341,assigned,2025-09-21T08:23:40.146648
1614,341,first_response,2025-09-21T20:23:40.146648
1615,342,opened,2026-01-09T19:48:40
1616,342,assigned,2026-01-09T21:16:09.581091
1617,342,first_response,2026-01-09T23:32:15.009758
1618,342,resolved,2026-01-20T07:50:20.080148
1619,343,opened,2026-02-19T05:42:40
1620,343,assigned,2026-02-19T07:58:35.375015
1621,343,first_response,2026-02-19T15:16:14.608434
1622,343,resolved,2026-03-01T14:36:55.737263
1623,344,opened,2025-10-16T07:45:39
1624,344,assigned,2025-10-16T09:38:57.096531
1625,344,first_response,2025-10-17T18:41:34.623252
1626,344,escalated,2025-10-19T16:00:43.952640
1627,344,resolved,2025-10-30T13:24:48.674297
1628,344,reopened,2025-11-06T15:12:04.506537
1629,345,opened,2025-11-16T11:05:59
1630,345,assigned,2025-11-16T14:28:16.376290
1631,345,first_response,2025-11-16T22:19:21.280762
1632,345,docs_requested,2025-11-17T00:19:21.280762
1633,345,docs_received,2025-11-29T00:12:18.565286
1634,345,resolved,2025-11-30T00:12:18.565286
1635,346,opened,2025-05-20T10:03:12
1636,346,assigned,2025-05-20T11:48:23.896070
1637,346,first_response,2025-05-22T11:05:34.121830
1638,346,docs_requested,2025-05-22T13:05:34.121830
1639,346,docs_received,2025-06-01T20:31:03.972399
1640,346,resolved,2025-06-02T20:31:03.972399
1641,347,opened,2025-10-29T06:35:51
1642,347,assigned,2025-10-29T09:11:28.387415
1643,347,first_response,2025-10-29T20:25:24.411566
1644,347,resolved,2025-11-05T12:38:51.885749
1645,347,reopened,2025-11-19T06:52:20.652990
1646,348,opened,2025-09-09T00:43:05
1647,348,assigned,2025-09-09T02:23:52.669695
1648,348,first_response,2025-09-09T14:23:52.669695
1649,348,docs_requested,2025-09-09T16:23:52.669695
1650,349,opened,2025-05-05T21:39:41
1651,349,assigned,2025-05-06T00:20:51.884250
1652,349,first_response,2025-05-06T02:28:31.252538
1653,349,resolved,2025-05-16T04:24:15.908611
1654,350,opened,2025-08-30T06:42:51
1655,350,assigned,2025-08-30T07:59:04.212041
1656,350,first_response,2025-08-30T14:57:46.625493
1657,350,escalated,2025-09-02T07:33:40.435718
1658,350,resolved,2025-09-10T14:08:24.841021
1659,351,opened,2026-01-17T06:17:34
1660,351,assigned,2026-01-17T10:13:39.840275
1661,351,first_response,2026-01-17T22:44:04.044329
1662,351,resolved,2026-01-21T09:19:18.343870
1663,352,opened,2026-02-20T12:00:14
1664,352,assigned,2026-02-20T12:33:56.374858
1665,352,first_response,2026-02-20T14:34:46.067274
1666,352,docs_requested,2026-02-20T16:34:46.067274
1667,352,docs_received,2026-02-24T09:44:41.174706
1668,352,resolved,2026-02-25T09:44:41.174706
1669,353,opened,2026-01-27T12:27:19
1670,353,assigned,2026-01-27T15:36:20.296369
1671,353,first_response,2026-01-28T04:39:11.540639
1672,353,docs_requested,2026-01-28T06:39:11.540639
1673,353,docs_received,2026-02-07T16:27:39.055727
1674,353,resolved,2026-02-08T16:27:39.055727
1675,354,opened,2025-11-14T05:52:31
1676,354,assigned,2025-11-14T07:29:11.987130
1677,354,first_response,2025-11-14T15:59:56.207771
1678,354,escalated,2025-11-17T00:01:32.228413
1679,354,resolved,2025-11-25T07:14:46.028338
1680,355,opened,2025-05-14T07:54:00
1681,355,assigned,2025-05-14T08:35:21.332164
1682,355,first_response,2025-05-14T11:56:49.329289
1683,355,docs_requested,2025-05-14T13:56:49.329289
1684,355,docs_received,2025-05-18T09:25:32.529310
1685,355,resolved,2025-05-19T09:25:32.529310
1686,355,reopened,2025-05-22T10:41:20.654318
1687,356,opened,2025-06-12T12:40:23
1688,356,assigned,2025-06-12T13:21:19.546462
1689,356,first_response,2025-06-12T20:25:59.162772
1690,356,resolved,2025-06-18T13:38:08.911530
1691,357,opened,2025-09-27T07:53:57
1692,357,assigned,2025-09-27T09:15:23.054474
1693,357,first_response,2025-09-29T05:26:13.510710
1694,357,resolved,2025-10-06T00:48:13.511295
1695,358,opened,2025-07-31T02:46:00
1696,358,assigned,2025-07-31T04:48:41.338493
1697,358,first_response,2025-07-31T13:11:08.565468
1698,358,resolved,2025-08-08T02:50:11.669690
1699,359,opened,2025-06-26T04:17:37
1700,359,assigned,2025-06-26T07:20:12.767763
1701,359,first_response,2025-06-26T14:05:42.305968
1702,359,resolved,2025-06-28T22:02:37.796376
1703,360,opened,2026-01-03T02:04:10
1704,360,assigned,2026-01-03T02:36:51.711830
1705,360,first_response,2026-01-03T09:01:55.095731
1706,360,resolved,2026-01-16T21:49:47.729540
1707,361,opened,2025-03-28T15:36:59
1708,361,assigned,2025-03-28T17:27:47.807744
1709,361,first_response,2025-03-29T00:07:02.097577
1710,361,resolved,2025-04-03T23:56:12.488720
1711,362,opened,2026-01-08T19:39:45
1712,362,assigned,2026-01-08T21:30:40.197785
1713,362,first_response,2026-01-09T09:30:40.197785
1714,362,docs_requested,2026-01-09T11:30:40.197785
1715,363,opened,2025-04-02T21:52:38
1716,363,assigned,2025-04-03T00:29:05.081519
1717,363,first_response,2025-04-03T17:36:30.312755
1718,363,resolved,2025-04-10T18:42:37.585510
1719,364,opened,2025-10-11T00:07:42
1720,364,assigned,2025-10-11T01:30:48.177566
1721,364,first_response,2025-10-11T14:34:46.325672
1722,364,resolved,2025-10-19T21:45:35.279962
1723,365,opened,2025-08-05T10:34:26
1724,365,assigned,2025-08-05T12:00:55.668857
1725,365,first_response,2025-08-06T00:00:55.668857
1726,366,opened,2025-11-18T07:09:18
1727,366,assigned,2025-11-18T08:57:58.607498
1728,366,first_response,2025-11-19T02:22:11.343069
1729,366,resolved,2025-11-25T02:30:29.769508
1730,367,opened,2026-02-23T07:15:38
1731,367,assigned,2026-02-23T11:12:03.133779
1732,367,first_response,2026-02-23T23:12:03.133779
1733,367,docs_requested,2026-02-24T01:12:03.133779
1734,368,opened,2025-07-15T18:41:37
1735,368,assigned,2025-07-15T20:51:58.503695
1736,368,first_response,2025-07-16T08:51:58.503695
1737,369,opened,2025-10-20T15:03:37
1738,369,assigned,2025-10-20T17:12:59.720468
1739,369,first_response,2025-10-20T23:24:56.932733
1740,369,resolved,2025-10-29T19:11:30.097818
1741,370,opened,2025-07-06T19:06:13
1742,370,assigned,2025-07-06T22:25:32.004586
1743,370,first_response,2025-07-07T10:50:07.393427
1744,370,resolved,2025-07-15T05:02:52.759413
1745,371,opened,2025-08-07T12:50:51
1746,371,assigned,2025-08-07T15:08:58.916420
1747,371,first_response,2025-08-08T02:50:33.064855
1748,371,resolved,2025-08-15T14:38:10.812719
1749,372,opened,2026-03-07T14:20:55
1750,372,assigned,2026-03-07T16:32:40.155416
1751,372,first_response,2026-03-08T04:32:40.155416
1752,373,opened,2025-11-13T05:19:34
1753,373,assigned,2025-11-13T08:53:34.548484
1754,373,first_response,2025-11-13T20:53:34.548484
1755,374,opened,2025-11-23T13:28:19
1756,374,assigned,2025-11-23T14:49:25.285581
1757,374,first_response,2025-11-24T02:49:25.285581
1758,375,opened,2025-12-06T06:23:34
1759,375,assigned,2025-12-06T07:22:04.531049
1760,375,first_response,2025-12-06T12:52:49.255589
1761,375,docs_requested,2025-12-06T14:52:49.255589
1762,375,docs_received,2025-12-15T16:45:11.982133
1763,375,resolved,2025-12-16T16:45:11.982133
1764,376,opened,2025-12-20T05:24:48
1765,376,assigned,2025-12-20T08:44:34.438272
1766,376,first_response,2025-12-21T03:25:51.904688
1767,376,resolved,2025-12-24T00:37:54.529722
1768,377,opened,2025-04-13T14:34:45
1769,377,assigned,2025-04-13T16:10:01.066313
1770,377,first_response,2025-04-15T18:14:30.318302
1771,377,resolved,2025-04-26T02:48:57.434781
1772,378,opened,2025-11-14T04:55:19
1773,378,assigned,2025-11-14T05:27:14.775376
1774,378,first_response,2025-11-14T16:00:02.814994
1775,378,docs_requested,2025-11-14T18:00:02.814994
1776,378,docs_received,2025-11-27T23:58:40.332893
1777,378,resolved,2025-11-28T23:58:40.332893
1778,379,opened,2025-11-23T16:38:15
1779,379,assigned,2025-11-23T20:36:13.222411
1780,379,first_response,2025-11-23T23:43:56.940032
1781,379,docs_requested,2025-11-24T01:43:56.940032
1782,379,docs_received,2025-12-10T04:47:13.403147
1783,379,escalated,2025-11-25T05:17:29.164024
1784,379,resolved,2025-12-11T04:47:13.403147
1785,380,opened,2025-09-21T18:59:26
1786,380,assigned,2025-09-21T22:27:31.681357
1787,380,first_response,2025-09-22T04:10:38.362417
1788,380,resolved,2025-10-01T13:43:40.185510
1789,381,opened,2025-07-27T03:11:22
1790,381,assigned,2025-07-27T06:03:43.523446
1791,381,first_response,2025-07-27T18:03:43.523446
1792,382,opened,2025-05-30T11:57:17
1793,382,assigned,2025-05-30T14:44:45.388213
1794,382,first_response,2025-05-31T19:44:37.560952
1795,382,resolved,2025-06-10T00:25:15.284660
1796,383,opened,2025-12-30T20:37:40
1797,383,assigned,2025-12-30T23:52:37.290579
1798,383,first_response,2025-12-31T23:28:27.385233
1799,383,escalated,2026-01-03T23:20:44.341615
1800,383,resolved,2026-01-12T03:13:45.315755
1801,384,opened,2025-05-21T21:09:10
1802,384,assigned,2025-05-21T23:50:49.854087
1803,384,first_response,2025-05-22T01:53:57.827740
1804,384,escalated,2025-05-24T20:03:09.843541
1805,384,resolved,2025-06-04T12:41:55.877656
1806,384,reopened,2025-06-08T22:42:25.581434
1807,385,opened,2025-04-30T17:44:11
1808,385,assigned,2025-04-30T20:31:21.262971
1809,385,first_response,2025-05-01T12:55:37.288096
1810,385,resolved,2025-05-07T03:39:56.141239
1811,386,opened,2026-01-08T09:20:48
1812,386,assigned,2026-01-08T11:32:28.812614
1813,386,first_response,2026-01-09T01:47:27.015959
1814,386,resolved,2026-01-18T00:49:17.045771
1815,387,opened,2025-09-21T11:32:43
1816,387,assigned,2025-09-21T13:51:41.154061
1817,387,first_response,2025-09-22T02:03:43.962539
1818,387,resolved,2025-09-29T19:12:09.622313
1819,388,opened,2026-01-01T16:36:27
1820,388,assigned,2026-01-01T18:40:22.134265
1821,388,first_response,2026-01-01T20:43:14.886058
1822,388,docs_requested,2026-01-01T22:43:14.886058
1823,388,docs_received,2026-01-07T10:39:15.243113
1824,388,resolved,2026-01-08T10:39:15.243113
1825,389,opened,2025-10-03T22:33:45
1826,389,assigned,2025-10-03T23:39:47.200301
1827,389,first_response,2025-10-04T12:17:11.386004
1828,389,docs_requested,2025-10-04T14:17:11.386004
1829,389,docs_received,2025-10-16T14:13:16.704871
1830,389,escalated,2025-10-07T01:31:54.220169
1831,389,resolved,2025-10-17T14:13:16.704871
1832,390,opened,2026-02-14T12:02:57
1833,390,assigned,2026-02-14T14:25:58.439534
1834,390,first_response,2026-02-15T02:25:58.439534
1835,391,opened,2025-09-28T19:09:53
1836,391,assigned,2025-09-28T22:12:59.715494
1837,391,first_response,2025-09-29T20:52:03.482559
1838,391,docs_requested,2025-09-29T22:52:03.482559
1839,391,docs_received,2025-10-05T23:34:20.149703
1840,391,resolved,2025-10-06T23:34:20.149703
1841,392,opened,2025-03-22T23:21:59
1842,392,assigned,2025-03-23T02:04:11.559349
1843,392,first_response,2025-03-23T17:52:15.447728
1844,392,docs_requested,2025-03-23T19:52:15.447728
1845,392,docs_received,2025-04-04T00:38:33.346261
1846,392,resolved,2025-04-05T00:38:33.346261
1847,393,opened,2025-11-03T08:00:18
1848,393,assigned,2025-11-03T08:35:44.464276
1849,393,first_response,2025-11-04T01:18:41.147805
1850,393,resolved,2025-11-09T15:14:54.504918
1851,394,opened,2025-05-07T05:16:27
1852,394,assigned,2025-05-07T06:43:54.949515
1853,394,first_response,2025-05-07T21:48:26.486119
1854,394,resolved,2025-05-14T00:20:19.590681
1855,394,reopened,2025-05-23T15:44:35.573333
1856,395,opened,2025-12-02T09:19:25
1857,395,assigned,2025-12-02T11:02:41.142666
1858,395,first_response,2025-12-02T13:13:09.129522
1859,395,escalated,2025-12-03T14:26:42.546925
1860,395,resolved,2025-12-15T11:20:29.915467
1861,396,opened,2026-02-21T20:53:52
1862,396,assigned,2026-02-21T22:18:16.168992
1863,396,first_response,2026-02-22T08:22:28.059974
1864,396,resolved,2026-02-27T15:10:32.995763
1865,397,opened,2025-03-25T06:46:38
1866,397,assigned,2025-03-25T08:52:46.111049
1867,397,first_response,2025-03-25T19:58:16.356040
1868,397,resolved,2025-03-28T07:22:50.676915
1869,398,opened,2025-11-25T23:41:37
1870,398,assigned,2025-11-26T02:53:26.287861
1871,398,first_response,2025-11-26T09:51:37.632855
1872,398,resolved,2025-12-02T16:56:42.783933
1873,399,opened,2025-12-12T18:33:32
1874,399,assigned,2025-12-12T21:25:42.616595
1875,399,first_response,2025-12-13T23:45:47.732040
1876,399,docs_requested,2025-12-14T01:45:47.732040
1877,399,docs_received,2025-12-21T05:34:47.327103
1878,399,escalated,2025-12-15T18:33:41.041080
1879,399,resolved,2025-12-22T05:34:47.327103
1880,400,opened,2025-10-31T10:41:46
1881,400,assigned,2025-10-31T14:40:33.196521
1882,400,first_response,2025-11-01T02:40:33.196521
1883,401,opened,2025-06-26T23:15:18
1884,401,assigned,2025-06-27T01:29:21.399055
1885,401,first_response,2025-06-27T13:29:21.399055
1886,401,docs_requested,2025-06-27T15:29:21.399055
1887,402,opened,2025-12-25T12:19:42
1888,402,assigned,2025-12-25T12:50:10.152280
1889,402,first_response,2025-12-26T02:52:17.381372
1890,402,docs_requested,2025-12-26T04:52:17.381372
1891,402,docs_received,2026-01-01T23:30:57.067826
1892,402,resolved,2026-01-02T23:30:57.067826
1893,403,opened,2025-10-01T16:52:44
1894,403,assigned,2025-10-01T17:23:58.227912
1895,403,first_response,2025-10-02T05:23:58.227912
1896,404,opened,2026-01-16T08:27:18
1897,404,assigned,2026-01-16T09:23:18.417371
1898,404,first_response,2026-01-17T03:44:39.406935
1899,404,resolved,2026-01-29T12:16:36.370857
1900,405,opened,2026-01-26T15:21:19
1901,405,assigned,2026-01-26T16:20:41.417457
1902,405,first_response,2026-01-27T14:41:34.577805
1903,405,resolved,2026-02-03T09:29:02.267652
1904,406,opened,2025-10-15T20:13:42
1905,406,assigned,2025-10-16T00:02:51.535579
1906,406,first_response,2025-10-16T02:07:46.495458
1907,406,escalated,2025-10-18T08:37:07.863308
1908,406,resolved,2025-10-28T20:30:05.856122
1909,407,opened,2026-01-04T12:10:34
1910,407,assigned,2026-01-04T16:01:40.750291
1911,407,first_response,2026-01-04T23:46:42.017997
1912,407,resolved,2026-01-14T08:01:17.767597
1913,408,opened,2025-09-19T14:57:52
1914,408,assigned,2025-09-19T17:09:54.708473
1915,408,first_response,2025-09-19T23:58:22.579138
1916,408,resolved,2025-09-26T04:12:02.199260
1917,408,reopened,2025-10-09T14:01:59.784889
1918,409,opened,2025-05-10T06:01:33
1919,409,assigned,2025-05-10T08:59:54.407327
1920,409,first_response,2025-05-11T10:46:01.210395
1921,409,escalated,2025-05-13T16:53:35.187262
1922,409,resolved,2025-05-24T22:31:25.718393
1923,410,opened,2026-01-19T13:30:45
1924,410,assigned,2026-01-19T17:28:44.024828
1925,410,first_response,2026-01-20T01:01:05.190421
1926,410,docs_requested,2026-01-20T03:01:05.190421
1927,410,docs_received,2026-01-31T09:57:56.914805
1928,410,resolved,2026-02-01T09:57:56.914805
1929,411,opened,2025-10-29T03:24:22
1930,411,assigned,2025-10-29T04:07:15.006517
1931,411,first_response,2025-10-29T10:29:30.212403
1932,411,escalated,2025-10-30T13:26:02.286010
1933,411,resolved,2025-11-08T06:37:38.912330
1934,412,opened,2025-05-01T01:30:08
1935,412,assigned,2025-05-01T02:00:14.752694
1936,412,first_response,2025-05-01T10:30:33.085138
1937,412,docs_requested,2025-05-01T12:30:33.085138
1938,412,docs_received,2025-05-10T16:26:15.759869
1939,412,resolved,2025-05-11T16:26:15.759869
1940,413,opened,2025-11-12T07:45:22
1941,413,assigned,2025-11-12T10:35:50.739008
1942,413,first_response,2025-11-12T22:35:50.739008
1943,413,escalated,2025-11-14T17:10:57.613411
1944,414,opened,2025-09-10T22:57:50
1945,414,assigned,2025-09-10T23:55:14.116106
1946,414,first_response,2025-09-11T02:37:20.454830
1947,414,docs_requested,2025-09-11T04:37:20.454830
1948,414,docs_received,2025-09-21T08:05:47.716145
1949,414,resolved,2025-09-22T08:05:47.716145
1950,415,opened,2025-07-30T11:28:55
1951,415,assigned,2025-07-30T14:31:14.418305
1952,415,first_response,2025-07-31T02:31:14.418305
1953,416,opened,2025-12-09T14:16:19
1954,416,assigned,2025-12-09T15:00:32.127048
1955,416,first_response,2025-12-10T04:08:20.502637
1956,416,resolved,2025-12-16T11:17:30.804882
1957,417,opened,2026-01-30T19:49:18
1958,417,assigned,2026-01-30T22:43:05.147918
1959,417,first_response,2026-01-31T02:12:32.251739
1960,417,docs_requested,2026-01-31T04:12:32.251739
1961,417,docs_received,2026-02-04T06:14:58.387926
1962,417,resolved,2026-02-05T06:14:58.387926
1963,418,opened,2025-09-24T16:09:30
1964,418,assigned,2025-09-24T18:39:35.914519
1965,418,first_response,2025-09-25T10:28:07.240898
1966,418,docs_requested,2025-09-25T12:28:07.240898
1967,418,docs_received,2025-10-06T05:59:50.826939
1968,418,resolved,2025-10-07T05:59:50.826939
1969,419,opened,2026-02-01T20:58:37
1970,419,assigned,2026-02-01T21:38:11.717070
1971,419,first_response,2026-02-02T10:11:57.621948
1972,419,docs_requested,2026-02-02T12:11:57.621948
1973,419,docs_received,2026-02-08T02:43:29.936481
1974,419,resolved,2026-02-09T02:43:29.936481
1975,420,opened,2025-06-27T00:30:51
1976,420,assigned,2025-06-27T01:25:14.928960
1977,420,first_response,2025-06-27T13:25:14.928960
1978,421,opened,2025-06-22T06:08:01
1979,421,assigned,2025-06-22T09:31:02.540505
1980,421,first_response,2025-06-22T21:31:02.540505
1981,422,opened,2025-08-29T19:29:35
1982,422,assigned,2025-08-29T20:45:55.051873
1983,422,first_response,2025-08-29T23:38:50.127462
1984,422,docs_requested,2025-08-30T01:38:50.127462
1985,422,docs_received,2025-09-08T15:13:59.067811
